Series_Title,Released_Year,Runtime,IMDB_Rating,Overview,Meta_score,No_of_Votes,Gross,overview_tokens,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Cert_16,Cert_A,Cert_Approved,Cert_G,Cert_GP,Cert_PG,Cert_PG-13,Cert_Passed,Cert_R,Cert_TV-14,Cert_TV-MA,Cert_TV-PG,Cert_U,Cert_U/A,Cert_UA,Cert_Unrated,Director_Group,Star1_Group,Star2_Group,Star3_Group,Star4_Group
Stand by Me,1986.0,89,8.1,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",75.0,363401,"52,287,414","['death', 'friend', 'writer', 'recount', 'childhood', 'journey', 'friend', 'find', 'body', 'missing', 'boy']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,3,3,3,3
Platoon,1986.0,120,8.1,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",92.0,381222,"138,530,565","['chris', 'taylor', 'neophyte', 'recruit', 'vietnam', 'find', 'catch', 'battle', 'will', 'sergeant', 'good', 'evil', 'shrewd', 'examination', 'brutality', 'war', 'duality', 'man', 'conflict']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,3,2,3
"Paris, Texas",1984.0,145,8.1,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",78.0,91188,"2,181,987","['travis', 'henderson', 'aimless', 'drifter', 'miss', 'year', 'wander', 'desert', 'reconnect', 'society', 'life', 'family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,3,3,3
Kaze no tani no Naushika,1984.0,117,8.1,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,86.0,150924,"495,770","['warrior', 'pacifist', 'princess', 'nausicaä', 'desperately', 'struggle', 'prevent', 'war', 'nation', 'destroy', 'die', 'planet']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,3,3,3
The Thing,1982.0,109,8.1,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,57.0,371271,"13,782,838","['research', 'team', 'antarctica', 'hunt', 'shape', 'shift', 'alien', 'assume', 'appearance', 'victim']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,3,3,3
Pink Floyd: The Wall,1982.0,95,8.1,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,47.0,76081,"22,244,207","['confined', 'troubled', 'rock', 'star', 'descend', 'madness', 'midst', 'physical', 'social', 'isolation']",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,3,3,3
Fitzcarraldo,1982.0,158,8.1,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",78.02114171767761,31595,10726926.1,"['story', 'brian', 'sweeney', 'fitzgerald', 'extremely', 'determined', 'man', 'intend', 'build', 'opera', 'house', 'middle', 'jungle']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,2,3,3,3
Fanny och Alexander,1982.0,188,8.1,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",100.0,57784,"4,971,340","['young', 'swedish', 'child', 'experience', 'comedy', 'tragedy', 'family', 'ekdahls']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,3,3,3
Blade Runner,1982.0,117,8.1,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",84.0,693827,"32,868,943","['blade', 'runner', 'pursue', 'terminate', 'replicant', 'steal', 'ship', 'space', 'return', 'earth', 'find', 'creator']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,3,3,3
The Elephant Man,1980.0,124,8.1,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",78.0,220078,13157304.4,"['victorian', 'surgeon', 'rescue', 'heavily', 'disfigured', 'man', 'mistreat', 'scrape', 'living', 'freak', 'monstrous', 'façade', 'reveal', 'person', 'kindness', 'intelligence', 'sophistication']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,3,3
Life of Brian,1979.0,94,8.1,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",77.0,367250,"20,045,115","['bear', 'original', 'christmas', 'stable', 'door', 'jesus', 'christ', 'brian', 'nazareth', 'spend', 'life', 'mistaken', 'messiah']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,3,3,3,3
The Deer Hunter,1978.0,183,8.1,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,86.0,311361,"48,979,328","['depth', 'examination', 'way', 'vietnam', 'war', 'impact', 'disrupt', 'life', 'people', 'small', 'industrial', 'town', 'pennsylvania']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2,3,3
Rocky,1976.0,120,8.1,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,70.0,518546,"117,235,247","['small', 'time', 'boxer', 'get', 'supremely', 'rare', 'chance', 'fight', 'heavy', 'weight', 'champion', 'bout', 'strive', 'distance', 'self', 'respect']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,3,3,3
Network,1976.0,121,8.1,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,83.0,144911,15645787.7,"['television', 'network', 'cynically', 'exploit', 'deranged', 'anchor', 'raving', 'revelation', 'news', 'medium', 'profit']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,3,3,3
Barry Lyndon,1975.0,185,8.1,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,89.0,149843,28612193.9,"['irish', 'rogue', 'win', 'heart', 'rich', 'widow', 'assume', 'dead', 'husband', 'aristocratic', 'position', 'century', 'england']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,3,3,3,3
Zerkalo,1975.0,107,8.1,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",86.90034990155539,40081,"177,345","['die', 'man', 'forty', 'remember', 'past', 'childhood', 'mother', 'war', 'personal', 'moment', 'thing', 'tell', 'recent', 'history', 'russian', 'nation']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,3,3,3,3
Chinatown,1974.0,130,8.1,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",92.0,294230,"29,000,000","['private', 'detective', 'hire', 'expose', 'adulterer', 'find', 'catch', 'web', 'deceit', 'corruption', 'murder']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,2,3,3
Paper Moon,1973.0,102,8.1,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",77.0,42285,"30,933,743","['great', 'depression', 'con', 'man', 'find', 'saddle', 'young', 'girl', 'daughter', 'forge', 'unlikely', 'partnership']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,3,3,3
Viskningar och rop,1972.0,91,8.1,"When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.",87.48703338302454,30206,"1,742,348","['woman', 'die', 'cancer', 'early', 'twentieth', 'century', 'sweden', 'visit', 'sister', 'long', 'repress', 'feeling', 'sibling', 'rise', 'surface']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,4,3,3
Solaris,1972.0,167,8.1,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,90.0,81021,11074783.4,"['psychologist', 'send', 'station', 'orbit', 'distant', 'planet', 'order', 'discover', 'cause', 'crew', 'insane']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4,3,3,3,3
Le samouraï,1967.0,105,8.1,After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.,77.40447635441053,45434,"39,481","['professional', 'hitman', 'jef', 'costello', 'see', 'witness', 'effort', 'provide', 'alibi', 'drive', 'corner']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,3,3,3,3
Cool Hand Luke,1967.0,127,8.1,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",92.0,161984,"16,217,773","['lay', 'southern', 'man', 'sentence', 'year', 'rural', 'prison', 'refuse', 'conform']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,3,3,3
Persona,1966.0,85,8.1,A nurse is put in charge of a mute actress and finds that their personae are melding together.,86.0,103191,7179304.9,"['nurse', 'charge', 'mute', 'actress', 'find', 'personae', 'meld']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,4,3,4
Andrei Rublev,1966.0,205,8.1,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",87.06562542268614,46947,"102,021","['life', 'time', 'affliction', 'fifteenth', 'century', 'russian', 'iconographer', 'andrei', 'rublev']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4,3,3,3,3
La battaglia di Algeri,1966.0,121,8.1,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",96.0,53089,"55,908","['fear', 'violence', 'escalate', 'people', 'algiers', 'fight', 'independence', 'french', 'government']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,3,3,3
El ángel exterminador,1962.0,95,8.1,The guests at an upper-class dinner party find themselves unable to leave.,89.17815783275695,29682,9228894.0,"['guest', 'upper', 'class', 'dinner', 'party', 'find', 'unable', 'leave']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,3,3,3,3
What Ever Happened to Baby Jane?,1962.0,134,8.1,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,75.0,50058,"4,050,000","['child', 'star', 'torment', 'paraplegic', 'sister', 'decay', 'hollywood', 'mansion']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,4,3,3,3
Sanjuro,1962.0,96,8.1,"A crafty samurai helps a young man and his fellow clansmen save his uncle, who has been framed and imprisoned by a corrupt superintendent.",93.17598386566053,33044,5703089.1,"['crafty', 'samurai', 'help', 'young', 'man', 'fellow', 'clansman', 'save', 'uncle', 'frame', 'imprison', 'corrupt', 'superintendent']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,3,3,3
The Man Who Shot Liberty Valance,1962.0,123,8.1,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,94.0,68827,12617268.8,"['senator', 'return', 'western', 'town', 'funeral', 'old', 'friend', 'tell', 'story', 'origin']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,4,2,4,3
Ivanovo detstvo,1962.0,95,8.1,"In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers.",87.38013450682706,31728,9228894.0,"['year', 'old', 'soviet', 'orphan', 'ivan', 'bondarev', 'work', 'soviet', 'army', 'scout', 'german', 'line', 'strike', 'friendship', 'sympathetic', 'soviet', 'officer']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,3,3,3,3
Jungfrukällan,1960.0,89,8.1,"An innocent yet pampered young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way.",87.70613335541378,26697,"1,526,000","['innocent', 'pamper', 'young', 'virgin', 'family', 'pregnant', 'jealous', 'servant', 'set', 'deliver', 'candle', 'church', 'return', 'event', 'transpire', 'wood', 'way']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,3,3,3
Inherit the Wind,1960.0,128,8.1,"Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution.",75.0,27254,16332208.9,"['base', 'real', 'life', 'case', 'great', 'lawyer', 'argue', 'case', 'science', 'teacher', 'accuse', 'crime', 'teach', 'evolution']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,3,3,3,3
Les quatre cents coups,1959.0,99,8.1,"A young boy, left without attention, delves into a life of petty crime.",92.09867890616636,105291,10680571.3,"['young', 'boy', 'leave', 'attention', 'delf', 'life', 'petty', 'crime']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,3,3,3
Ben-Hur,1959.0,212,8.1,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",90.0,219466,"74,700,000","['jewish', 'prince', 'betray', 'send', 'slavery', 'roman', 'friend', 'regain', 'freedom', 'come', 'revenge']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,2,2,3,3
Kakushi-toride no san-akunin,1958.0,139,8.1,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.",93.49555537500638,34797,5744255.1,"['lure', 'gold', 'greedy', 'peasant', 'unknowingly', 'escort', 'princess', 'general', 'enemy', 'line']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,3,3,3
Le notti di Cabiria,1957.0,110,8.1,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.,89.3826642839795,42940,"752,045","['waifish', 'prostitute', 'wander', 'street', 'rome', 'look', 'true', 'love', 'find', 'heartbreak']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,3,3,3
Kumonosu-jô,1957.0,110,8.1,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",93.5802853054746,46678,1790167.0,"['war', 'harden', 'general', 'egg', 'ambitious', 'wife', 'work', 'fulfill', 'prophecy', 'lord', 'spider', 'web', 'castle']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,4,3,3,4
The Bridge on the River Kwai,1957.0,161,8.1,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.",87.0,203463,"44,908,000","['british', 'pow', 'force', 'build', 'railway', 'bridge', 'river', 'kwai', 'japanese', 'captor', 'know', 'ally', 'force', 'plan', 'destroy']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,3,4,3,3
On the Waterfront,1954.0,108,8.1,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,91.0,142107,"9,600,000","['ex', 'prize', 'fighter', 'turn', 'longshoreman', 'struggle', 'stand', 'corrupt', 'union', 'boss']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,4,2,3,3
Le salaire de la peur,1953.0,131,8.1,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",85.0,54588,11092668.5,"['decrepit', 'south', 'american', 'village', 'man', 'hire', 'transport', 'urgent', 'nitroglycerine', 'shipment', 'equipment', 'safe']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,3,3,3
Ace in the Hole,1951.0,111,8.1,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.",72.0,31568,"3,969,893","['frustrated', 'big', 'city', 'journalist', 'stick', 'work', 'albuquerque', 'newspaper', 'exploit', 'story', 'man', 'trap', 'cave', 'rekindle', 'career', 'situation', 'quickly', 'escalate', 'control', 'circus']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,3,3,3
White Heat,1949.0,114,8.1,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.,75.74005327748746,29807,8733236.7,"['psychopathic', 'criminal', 'mother', 'complex', 'make', 'daring', 'break', 'prison', 'lead', 'old', 'gang', 'chemical', 'plant', 'payroll', 'heist']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,3,3,3,3
The Third Man,1949.0,104,8.1,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",97.0,158731,"449,191","['pulp', 'novelist', 'holly', 'martins', 'travel', 'shadowy', 'postwar', 'vienna', 'find', 'investigate', 'mysterious', 'death', 'old', 'friend', 'harry', 'lime']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,3,3,3
The Red Shoes,1948.0,135,8.1,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,78.73737525259459,30935,"10,900,000","['young', 'ballet', 'dancer', 'tear', 'man', 'love', 'pursuit', 'prima', 'ballerina']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,3,3,3
The Shop Around the Corner,1940.0,99,8.1,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",96.0,28450,"203,300","['employee', 'gift', 'shop', 'barely', 'stand', 'realize', 'fall', 'love', 'post', 'anonymous', 'pen', 'pal']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,3,3,3,3
Rebecca,1940.0,130,8.1,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,86.0,123942,"4,360,000","['self', 'conscious', 'woman', 'juggle', 'adjust', 'new', 'role', 'aristocrat', 'wife', 'avoid', 'intimidate', 'wife', 'spectral', 'presence']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,3,4,3
Mr. Smith Goes to Washington,1939.0,129,8.1,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",73.0,107017,"9,600,000","['naive', 'man', 'appoint', 'fill', 'vacancy', 'united', 'states', 'senate', 'plan', 'promptly', 'collide', 'political', 'corruption']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,4,3,2,3
Gone with the Wind,1939.0,238,8.1,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,97.0,290074,"198,676,459","['manipulative', 'woman', 'roguish', 'man', 'conduct', 'turbulent', 'romance', 'american', 'civil', 'war', 'reconstruction', 'period']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,3,3,3
La Grande Illusion,1937.0,113,8.1,"During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.",79.16280838434429,33829,"172,885","['wwi', 'french', 'soldier', 'capture', 'imprison', 'german', 'camp', 'escape', 'attempt', 'follow', 'eventually', 'send', 'seemingly', 'inescapable', 'fortress']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,3,3,3
It Happened One Night,1934.0,105,8.1,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",87.0,94016,"4,360,000","['renegade', 'reporter', 'crazy', 'young', 'heiress', 'meet', 'bus', 'head', 'new', 'york', 'end', 'stuck', 'bus', 'leave', 'stop']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,3,3,3
La passion de Jeanne d'Arc,1928.0,110,8.1,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",77.86182739177745,47676,"21,877","['jeanne', 'place', 'trial', 'charge', 'heresy', 'ecclesiastical', 'jurist', 'attempt', 'force', 'jeanne', 'recant', 'claim', 'holy', 'vision']",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,3,3,3,3
The Circus,1928.0,72,8.1,The Tramp finds work and the girl of his dreams at a circus.,90.0,30205,4334440.5,"['tramp', 'find', 'work', 'girl', 'dream', 'circus']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,4,3,3,3
Sunrise: A Song of Two Humans,1927.0,94,8.1,An allegorical tale about a man fighting the good and evil within him. Both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.,79.65778701682291,46865,"539,540","['allegorical', 'tale', 'man', 'fight', 'good', 'evil', 'side', 'flesh', 'sophisticated', 'woman', 'attract', 'wife']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2,3,3,3,3
The General,1926.0,67,8.1,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",76.57741104443232,81156,"1,033,895","['union', 'spy', 'steal', 'engineer', 'beloved', 'locomotive', 'pursue', 'single', 'handedly', 'straight', 'enemy', 'line']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,4,3,3,3
Das Cabinet des Dr. Caligari,1920.0,76,8.1,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",78.88762771392082,57428,5366943.5,"['hypnotist', 'caligari', 'use', 'somnambulist', 'cesare', 'commit', 'murder']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,3,3,3
Badhaai ho,2018.0,124,8.0,A man is embarrassed when he finds out his mother is pregnant.,77.99708734415515,27978,8746197.8,"['man', 'embarrassed', 'find', 'mother', 'pregnant']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2,2,4
Togo,2019.0,113,8.0,"The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race.",69.0,37556,8830347.6,"['story', 'togo', 'sle', 'dog', 'lead', 'serum', 'run', 'consider', 'small', 'weak', 'lead', 'intense', 'race']",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,2,2,2
Airlift,2016.0,130,8.0,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",78.63294727323317,52897,2378830.4,"['iraq', 'invade', 'kuwait', 'august', 'callous', 'indian', 'businessman', 'spokesperson', 'strand', 'countryman']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2,2,2
Bajrangi Bhaijaan,2015.0,163,8.0,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,76.57741104443232,72245,"8,178,001","['indian', 'man', 'magnanimous', 'heart', 'take', 'young', 'mute', 'pakistani', 'girl', 'homeland', 'reunite', 'family']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,2,2,2
